Gene,MeanAbsSHAP
DARS2,0.0
EBNA1BP2,0.0
ATP6V0B,0.0
B4GALT2,0.0
PRDX1,0.0
TSPAN1,0.0
ECE1,0.0
HMGCL,0.0
GALE,0.0
ID3,0.0
CR2,0.0
CD46,0.0
RGS4,0.0
IGSF21,0.0
GBP3,0.0
GBP1,0.0
KIF17,0.0
CDK18,0.0
RAB29,0.0
COLEC11,0.0
IFT46,0.0
MMP8,0.0
SLC8A2,0.0
KIF14,0.0
RPA2,0.0
ESYT2,0.0
POLR1G,0.0
RCN2,0.0
CHRNB4,0.0
MUC5B,0.0
CTSD,0.0
MAN1C1,0.0
RPS6KA1,0.0
NSL1,0.0
PROX1,0.0
ARID1A,0.0
CENPF,0.0
HSD11B1,0.0
IRF6,0.0
PLPPR5,0.0
PLPPR4,0.0
RCAN3,0.0
RSRP1,0.0
RCOR3,0.0
CCN2,0.0
PMFBP1,0.0
FBXL5,0.0
MED28,0.0
ZNF430,0.0
VAMP8,0.0
DCLRE1B,0.0
CNR1,0.0
SGIP1,0.0
PLAGL1,0.0
TNFAIP3,0.0
RAB32,0.0
MYB,0.0
SGK1,0.0
CA14,0.0
IRAG2,0.0
ATP10B,0.0
USP35,0.0
ELOVL4,0.0
FILIP1,0.0
CASP8AP2,0.0
HMGN3,0.0
TNNT2,0.0
CAMSAP2,0.0
ATF6,0.0
MREG,0.0
NRP2,0.0
CREB1,0.0
KLF7,0.0
C1orf54,0.0
TJP2,0.0
ITGB1BP1,0.0
PIGZ,0.0
CCDC92,0.0
TRIM67,0.0
PTBP3,0.0
DYNC2I2,0.0
UCHL3,0.0
PCDH17,0.0
LDAH,0.0
ELL2,0.0
KLF9,0.0
ABCG2,0.0
SPP1,0.0
STBD1,0.0
CCNI,0.0
MFSD1,0.0
EEF2KMT,0.0
PPL,0.0
KLF12,0.0
MYL12B,0.0
ARMC2,0.0
GHRH,0.0
RPN2,0.0
TGIF2,0.0
OLFM3,0.0
PKD2,0.0
LTBP2,0.0
MLH3,0.0
FLVCR2,0.0
TGFB3,0.0
ZC2HC1C,0.0
SLIRP,0.0
ALDH6A1,0.0
BBOF1,0.0
NEK9,0.0
ACYP1,0.0
NPC2,0.0
DNAL1,0.0
IRF2BPL,0.0
ACOT2,0.0
NR4A3,0.0
DENND1A,0.0
CSF3R,0.0
ONECUT2,0.0
DCAF4,0.0
PGF,0.0
IFI27L2,0.0
PTPA,0.0
CNTRL,0.0
TRIM32,0.0
PHF19,0.0
NEK6,0.0
BSPRY,0.0
HDHD3,0.0
HSDL2,0.0
KCNIP2,0.0
CPN1,0.0
SFRP5,0.0
GNA13,0.0
HOXB8,0.0
HOXB5,0.0
CRHR1,0.0
HOXB3,0.0
GPAM,0.0
CNNM1,0.0
MXI1,0.0
HELLS,0.0
DENND10,0.0
AVPI1,0.0
CNRIP1,0.0
BCL11A,0.0
EPCAM,0.0
OGFRL1,0.0
ELOVL3,0.0
IFIT3,0.0
IFIT2,0.0
GPR68,0.0
ESRRB,0.0
RHOQ,0.0
DNMT3A,0.0
FKBP1B,0.0
FAM98A,0.0
LGALSL,0.0
ENY2,0.0
KIAA1217,0.0
IQSEC3,0.0
CCDC77,0.0
ENOX1,0.0
SOHLH2,0.0
DNAJC15,0.0
PCDHB14,0.0
SEC16B,0.0
ACAT2,0.0
MSANTD2,0.0
PDZD11,0.0
SLC10A7,0.0
MTHFD1L,0.0
LRP11,0.0
PLEKHG1,0.0
CXorf21,0.0
CYSTM1,0.0
ARAP3,0.0
PCDHB8,0.0
PCDHB10,0.0
DUSP1,0.0
PANK3,0.0
MSX2,0.0
CAAP1,0.0
MLANA,0.0
CD274,0.0
GRIA2,0.0
NUCKS1,0.0
BCL3,0.0
KCNAB2,0.0
ABCC9,0.0
GAL,0.0
CLEC2D,0.0
FUNDC1,0.0
MAOB,0.0
IFT80,0.0
ERLEC1,0.0
PPP2R5B,0.0
PAGE1,0.0
MAST4,0.0
ADGRF5,0.0
SDK2,0.0
GRIPAP1,0.0
PRR11,0.0
REEP1,0.0
ATP11A,0.0
TTC7A,0.0
KIF2A,0.0
RASGRP2,0.0
ELF1,0.0
SMAD9,0.0
PLEKHH3,0.0
MEF2A,0.0
OTUD5,0.0
AKAP1,0.0
TRIM25,0.0
TBX2,0.0
TEX14,0.0
FAM117A,0.0
NCAPH,0.0
TMEM131L,0.0
MND1,0.0
SORBS3,0.0
PTK2B,0.0
PPP3CC,0.0
PDLIM2,0.0
EPHX2,0.0
RNF170,0.0
NPPB,0.0
CRISPLD1,0.0
TMPO,0.0
GLT8D2,0.0
MTERF2,0.0
SOCS2,0.0
APAF1,0.0
DUSP4,0.0
CLU,0.0
TNFRSF10B,0.0
HSPH1,0.0
KBTBD7,0.0
TGFBI,0.0
EGR1,0.0
PLS1,0.0
ZFP30,0.0
UTP20,0.0
ZMYM2,0.0
GJB6,0.0
GJA3,0.0
ADGRB2,0.0
CCR2,0.0
POLR3GL,0.0
B4GALT4,0.0
NAA50,0.0
CD80,0.0
KIF18A,0.0
MAPK8IP1,0.0
DEPDC7,0.0
CAT,0.0
PSPC1,0.0
ZNF549,0.0
ZSCAN18,0.0
ZNF211,0.0
PDZRN3,0.0
LHX4,0.0
CSTA,0.0
TRIM6,0.0
CEP89,0.0
TSHZ3,0.0
ECHDC2,0.0
PLBD1,0.0
PYROXD1,0.0
KCNJ8,0.0
COPA,0.0
CD244,0.0
LY9,0.0
LDB3,0.0
PRXL2A,0.0
ODF2L,0.0
UBL3,0.0
FYTTD1,0.0
SASH3,0.0
OCRL,0.0
PAEP,0.0
LAX1,0.0
KIAA1191,0.0
GPSM2,0.0
GTDC1,0.0
CXCR4,0.0
ACVR2A,0.0
FLT3,0.0
RPL21,0.0
GTF3A,0.0
RASL11A,0.0
TNFSF10,0.0
SLITRK3,0.0
TMEM156,0.0
CPXM2,0.0
TMEM54,0.0
CSMD2,0.0
HPCA,0.0
LRIF1,0.0
KIAA1549,0.0
TRIM24,0.0
CALD1,0.0
NUDT10,0.0
PLAU,0.0
SRGN,0.0
BICC1,0.0
EGR2,0.0
POLM,0.0
TWIST1,0.0
GLIPR2,0.0
SLC25A51,0.0
RECK,0.0
SPINK4,0.0
ACO1,0.0
CNTFR,0.0
NXPH1,0.0
NPY,0.0
FAM126A,0.0
HOXA7,0.0
INHBA,0.0
FKBP9,0.0
NT5C3A,0.0
ARL4A,0.0
PTGFR,0.0
CCDC18,0.0
SLC66A2,0.0
BBS9,0.0
ZMIZ2,0.0
SEPTIN7,0.0
KLHL7,0.0
WIPF3,0.0
ITIH5,0.0
NEUROD4,0.0
ARHGAP9,0.0
NCKAP1L,0.0
MMP19,0.0
SPATS2,0.0
HOXC13,0.0
PRDX4,0.0
PKN1,0.0
ADGRE5,0.0
GIPC1,0.0
ZC3H13,0.0
NLN,0.0
CENPK,0.0
RNF11,0.0
RASSF8,0.0
BHLHE41,0.0
SSPN,0.0
ITPR2,0.0
CCDC91,0.0
NECAB1,0.0
ACOT9,0.0
P4HA1,0.0
ZWINT,0.0
CIT,0.0
IFT81,0.0
HVCN1,0.0
MED13L,0.0
CDKN2C,0.0
BATF3,0.0
G0S2,0.0
KCNJ2,0.0
PLA2G12A,0.0
PFKFB2,0.0
C4BPB,0.0
RAB38,0.0
AGO2,0.0
MORF4L2,0.0
RAB9B,0.0
MAGEA9,0.0
RAB9A,0.0
TTC21B,0.0
NMI,0.0
SLC36A1,0.0
LPGAT1,0.0
EEF1AKMT3,0.0
SARDH,0.0
DBH,0.0
ATPAF1,0.0
STIL,0.0
PLP1,0.0
CDK2,0.0
LRP1,0.0
HOXC11,0.0
ATG101,0.0
NFE2,0.0
HOXC12,0.0
IKZF4,0.0
TUBA1B,0.0
GDAP1L1,0.0
ZNFX1,0.0
CSE1L,0.0
STAU1,0.0
CDH26,0.0
SLC12A5,0.0
ARHGAP40,0.0
SDC4,0.0
NCOA3,0.0
PIGT,0.0
VAPB,0.0
PARD6B,0.0
PLCG1,0.0
CTCFL,0.0
FAM210B,0.0
PI3,0.0
SNX21,0.0
SLPI,0.0
WFDC3,0.0
TTPAL,0.0
PREX1,0.0
MXD4,0.0
CKS2,0.0
DAW1,0.0
ACSL3,0.0
OBSL1,0.0
FAM124B,0.0
SERPINB6,0.0
PEX6,0.0
NQO2,0.0
ZNF391,0.0
MOCS1,0.0
H2BC11,0.0
HIF3A,0.0
ZNF45,0.0
LYPD3,0.0
USP9X,0.0
F13A1,0.0
GRM4,0.0
TRERF1,0.0
CHST8,0.0
IQSEC2,0.0
IL9R,0.0
XG,0.0
NAGK,0.0
PAIP2B,0.0
ATP8A1,0.0
USP22,0.0
SNAI1,0.0
PMEPA1,0.0
BCAS4,0.0
ZBP1,0.0
MAGEA10,0.0
MTRR,0.0
SCGB2A1,0.0
AHNAK,0.0
EMC3,0.0
SH3TC1,0.0
BBS2,0.0
MT2A,0.0
GOT2,0.0
EEF1E1,0.0
LRRFIP1,0.0
RAB17,0.0
CXCL6,0.0
EREG,0.0
MYRF,0.0
SCGB1D2,0.0
KCNK17,0.0
SSR1,0.0
NRN1,0.0
RPP40,0.0
ATXN1,0.0
NUP153,0.0
DEK,0.0
SPDEF,0.0
KLHDC3,0.0
COL21A1,0.0
CDKN1A,0.0
SOX4,0.0
GLO1,0.0
CPNE5,0.0
OPRL1,0.0
PPDPF,0.0
IL1B,0.0
CHCHD5,0.0
PAX8,0.0
INSIG2,0.0
PSD4,0.0
SLC25A23,0.0
SOX9,0.0
HS3ST3B1,0.0
SLC25A19,0.0
MIF4GD,0.0
MBOAT7,0.0
SRMS,0.0
SOX21,0.0
IRF1,0.0
UPF3B,0.0
SEPTIN6,0.0
TMEM255A,0.0
BMP4,0.0
PTGER2,0.0
GRK4,0.0
DOK4,0.0
PIWIL1,0.0
GPR18,0.0
CLYBL,0.0
TMTC4,0.0
RAP2A,0.0
ABCC4,0.0
EFNB2,0.0
PCSK2,0.0
MKKS,0.0
DSTN,0.0
LAMP5,0.0
PSMF1,0.0
NKX2-2,0.0
DTD1,0.0
TMX4,0.0
NRSN2,0.0
AP5S1,0.0
BMP2,0.0
EML2,0.0
VASP,0.0
GPCPD1,0.0
FOXA2,0.0
CD93,0.0
NAPB,0.0
NKX2-4,0.0
CENPB,0.0
TNFSF9,0.0
CD70,0.0
SH2D3A,0.0
TRIP10,0.0
GPR108,0.0
FOSB,0.0
RTN2,0.0
KLC1,0.0
XRCC3,0.0
MCF2L,0.0
LRFN3,0.0
KIRREL2,0.0
HCST,0.0
THRA,0.0
CEP250,0.0
MMP24OS,0.0
GRPR,0.0
KDM5C,0.0
AMOT,0.0
TMEM115,0.0
ST3GAL3,0.0
ZNF436,0.0
CHURC1-FNTB,0.0
ARMCX5,0.0
MMP24,0.0
NECAB3,0.0
ID1,0.0
BPIFB1,0.0
TCF15,0.0
MCM8,0.0
TMEM74B,0.0
FAM110A,0.0
MRPS26,0.0
S1PR4,0.0
CITED1,0.0
RHOJ,0.0
DLGAP5,0.0
L3HYPDH,0.0
SGPP1,0.0
EVI2A,0.0
AIF1L,0.0
FAM78A,0.0
ZNF384,0.0
SSX1,0.0
CFP,0.0
ELK1,0.0
TIMM17B,0.0
PCNX4,0.0
KTN1,0.0
SIX1,0.0
SBDS,0.0
STAT5A,0.0
PRKCG,0.0
GLIS2,0.0
AHDC1,0.0
DACH2,0.0
CCR7,0.0
FRMD8,0.0
BCL2L12,0.0
RRAS,0.0
PRRG2,0.0
FLRT1,0.0
ASL,0.0
HYAL2,0.0
HDAC4,0.0
FGFR3,0.0
IFI35,0.0
AVPR2,0.0
TRO,0.0
RRP15,0.0
ZFY,0.0
SYT1,0.0
NAV3,0.0
PDZD4,0.0
ATP2B3,0.0
TRAM1,0.0
TNFRSF1A,0.0
CACNB1,0.0
EVI5,0.0
PKM,0.0
TP53BP1,0.0
CTAG2,0.0
PFKP,0.0
IDI1,0.0
SP100,0.0
PLPP1,0.0
NEO1,0.0
EMC1,0.0
HP1BP3,0.0
ADGRE2,0.0
F2RL3,0.0
SYNGR3,0.0
PKMYT1,0.0
FBXL16,0.0
CHTF18,0.0
PTPRB,0.0
YEATS4,0.0
LRRC61,0.0
IDUA,0.0
FGFRL1,0.0
TMEM175,0.0
AUNIP,0.0
PIN1,0.0
EDN2,0.0
BCL11B,0.0
ABHD8,0.0
PLAAT1,0.0
RAP1B,0.0
TSPAN8,0.0
BEST3,0.0
RAB3IP,0.0
SLC10A3,0.0
ARMCX1,0.0
TMEM35A,0.0
ZC4H2,0.0
CANX,0.0
FGD3,0.0
HIVEP3,0.0
ZFP36,0.0
SRD5A3,0.0
SPINK2,0.0
RASL11B,0.0
PAICS,0.0
KDR,0.0
PPAT,0.0
TUBGCP6,0.0
STEAP4,0.0
GNAI1,0.0
MTERF1,0.0
SGCE,0.0
CASD1,0.0
ZNF780B,0.0
LRFN1,0.0
ZNF835,0.0
AKAP9,0.0
GNGT1,0.0
HIP1,0.0
PTPN12,0.0
POR,0.0
FGL2,0.0
STYXL1,0.0
MACF1,0.0
SMARCA4,0.0
KDM4B,0.0
TICAM1,0.0
VIL1,0.0
TNFRSF19,0.0
CPA4,0.0
DOCK4,0.0
CDHR3,0.0
VGF,0.0
STRIP2,0.0
IFT22,0.0
DNAJB9,0.0
IGLL1,0.0
APOL2,0.0
RAC2,0.0
LIF,0.0
APOBEC3F,0.0
RIBC2,0.0
RNF112,0.0
SPECC1,0.0
ADORA2A,0.0
A4GALT,0.0
CDC42EP1,0.0
APOL3,0.0
MCHR1,0.0
TPST2,0.0
BAIAP2L2,0.0
DGCR6L,0.0
ASPHD2,0.0
VPREB3,0.0
SDF2L1,0.0
GAL3ST1,0.0
MGAT3,0.0
TTBK2,0.0
DLL4,0.0
ALDH1A2,0.0
IVD,0.0
DUT,0.0
HOXD13,0.0
HERC2,0.0
SNRPN,0.0
ARHGAP22,0.0
WDFY4,0.0
EIF2AK4,0.0
CGNL1,0.0
TMOD2,0.0
FEZF1,0.0
HOXD1,0.0
HOXD3,0.0
CHN1,0.0
HOXD9,0.0
HOXD10,0.0
HOXD11,0.0
FLNC,0.0
CALU,0.0
CCDC136,0.0
SMO,0.0
IRF5,0.0
LRRC17,0.0
KLHDC10,0.0
KRI1,0.0
SLC44A2,0.0
AP1M2,0.0
CDKN2D,0.0
MTUS1,0.0
KLK10,0.0
KLK8,0.0
RIPK3,0.0
AIPL1,0.0
CD68,0.0
TXNDC17,0.0
ATP1B2,0.0
FXR2,0.0
KIF1C,0.0
PHF20L1,0.0
SPCS3,0.0
SERGEF,0.0
TPH1,0.0
E2F8,0.0
SOX15,0.0
PIMREG,0.0
CLN6,0.0
ARPP19,0.0
CALML4,0.0
THAP10,0.0
LOXL1,0.0
ACKR4,0.0
SUMF2,0.0
PALLD,0.0
VCY1B,0.0
VCY,0.0
PGAP6,0.0
SHC2,0.0
PLPPR3,0.0
SYT5,0.0
TNNI3,0.0
CBFA2T3,0.0
SEC14L1,0.0
RHBDF2,0.0
ARHGEF6,0.0
FGF13,0.0
ASH2L,0.0
SGO1,0.0
RNASE1,0.0
CDO1,0.0
REEP5,0.0
ITFG1,0.0
QRICH2,0.0
FOXJ1,0.0
RAB2B,0.0
FOXA1,0.0
EGLN3,0.0
NRL,0.0
PLVAP,0.0
BST2,0.0
SLC27A1,0.0
NSUN5,0.0
TULP4,0.0
SNX9,0.0
AFDN,0.0
GADD45G,0.0
LRCH2,0.0
XPO7,0.0
ATP8B3,0.0
NCAN,0.0
KIF1A,0.0
SH3BP4,0.0
MOSPD2,0.0
DOCK6,0.0
CNN1,0.0
NECTIN2,0.0
APOE,0.0
APOC1,0.0
GAMT,0.0
PUDP,0.0
PHF10,0.0
GALNT8,0.0
CRACR2A,0.0
SAT1,0.0
GNL3L,0.0
CYP2E1,0.0
MNX1,0.0
ZNF337,0.0
CEP85,0.0
RBBP8NL,0.0
LAMA5,0.0
ZBTB46,0.0
HELZ2,0.0
SAMD10,0.0
TNNT3,0.0
TNNI2,0.0
COL5A1,0.0
CALY,0.0
GDF15,0.0
PGPEP1,0.0
IQCN,0.0
TRPM4,0.0
SULT4A1,0.0
CRB3,0.0
OLFM1,0.0
CAMSAP1,0.0
STK33,0.0
ARPC1B,0.0
CACNG6,0.0
FCHO1,0.0
UNC13A,0.0
KLHDC7B,0.0
PXDN,0.0
DUSP9,0.0
MPP1,0.0
ZNF331,0.0
LRP3,0.0
CASZ1,0.0
HABP4,0.0
PRRG1,0.0
PPAN,0.0
ANGPTL6,0.0
SHFL,0.0
ZNF426,0.0
SLC6A8,0.0
PNCK,0.0
PLXNA3,0.0
ARHGEF16,0.0
LRRC47,0.0
SESN2,0.0
SMPDL3B,0.0
ATP5IF1,0.0
HIP1R,0.0
ASS1,0.0
UCK1,0.0
FIBCD1,0.0
YIPF2,0.0
GMFG,0.0
MAP3K10,0.0
TRAF3,0.0
SH3BP5,0.0
TBC1D5,0.0
RFTN1,0.0
SLC6A6,0.0
KCNC3,0.0
NAPSA,0.0
GINS2,0.0
SH3BGRL,0.0
F12,0.0
PRR7,0.0
NFATC1,0.0
CAP1,0.0
PPT1,0.0
RAB11FIP4,0.0
EDA2R,0.0
ARHGEF9,0.0
C1QL1,0.0
GFAP,0.0
ZNF227,0.0
ZNF141,0.0
GSE1,0.0
ULBP2,0.0
AKAP12,0.0
SYNE1,0.0
ULBP3,0.0
EPS8L1,0.0
LILRB2,0.0
GGT7,0.0
ACSS2,0.0
MSANTD3,0.0
ATG2B,0.0
ZFAT,0.0
MTFR1,0.0
FECH,0.0
TUBG1,0.0
CD84,0.0
ELOVL1,0.0
SPI1,0.0
POLR1H,0.0
MPPED2,0.0
FGFR2,0.0
ISOC1,0.0
PPP2R5A,0.0
CTNNA2,0.0
SMARCD1,0.0
NR1H2,0.0
LRRC4B,0.0
PDLIM4,0.0
KIF3A,0.0
MGAT1,0.0
GFPT2,0.0
TBC1D1,0.0
MTHFD2,0.0
PPP1R1B,0.0
FMO5,0.0
PIAS3,0.0
PRKAB2,0.0
RAI2,0.0
MCCC2,0.0
ZNF304,0.0
ZNF132,0.0
IL13RA1,0.0
WDR44,0.0
KRT34,0.0
TNS4,0.0
TOP2A,0.0
STARD3,0.0
RARA,0.0
ANO1,0.0
PPFIA1,0.0
TMEM204,0.0
KREMEN2,0.0
BARX1,0.0
NINJ1,0.0
NPHP4,0.0
MAP1B,0.0
PSMC3IP,0.0
ACLY,0.0
RAMP2,0.0
C1orf159,0.0
SLX1A,0.0
TRIM5,0.0
TRIM22,0.0
PER2,0.0
RAMP1,0.0
SCLY,0.0
SPATA6,0.0
SLC6A11,0.0
PPARG,0.0
NUP210,0.0
FCRLA,0.0
HSD17B7,0.0
ENOSF1,0.0
EMILIN2,0.0
LGALS3,0.0
DNAJB1,0.0
ZSWIM4,0.0
C19orf57,0.0
RTBDN,0.0
MATN3,0.0
TRIM21,0.0
SELENOS,0.0
CHSY1,0.0
LLGL1,0.0
NR0B2,0.0
LIN28A,0.0
RHPN2,0.0
ABHD12B,0.0
GCH1,0.0
PCED1A,0.0
SNAP25,0.0
BTBD3,0.0
PCNA,0.0
RIN2,0.0
KHDC4,0.0
NES,0.0
DLG4,0.0
RIDA,0.0
MATN2,0.0
REEP2,0.0
FLOT2,0.0
MTSS2,0.0
ANKEF1,0.0
POPDC3,0.0
SEC61G,0.0
FIGNL1,0.0
DDC,0.0
ITGB4,0.0
UNK,0.0
TRIM47,0.0
PRKAA1,0.0
CARD6,0.0
CLUH,0.0
MYBBP1A,0.0
SERPINF1,0.0
TBC1D14,0.0
PNISR,0.0
WASF3,0.0
GPR12,0.0
CHRM3,0.0
MYH10,0.0
PEMT,0.0
CHI3L1,0.0
MYBPH,0.0
PIK3C2B,0.0
SYT4,0.0
FBXO44,0.0
CPLANE2,0.0
ATP8A2,0.0
MTUS2,0.0
ALOX5AP,0.0
NASP,0.0
LPIN3,0.0
RBM38,0.0
VSTM2L,0.0
PPP1R3D,0.0
BHMT2,0.0
ZBED3,0.0
RAB25,0.0
FCRL2,0.0
DCAF8,0.0
SYT11,0.0
ACY3,0.0
ALDH3B2,0.0
MMACHC,0.0
DPH2,0.0
PDE6B,0.0
SLF1,0.0
CNDP2,0.0
MACROD1,0.0
LGALS12,0.0
RTN3,0.0
PLAAT4,0.0
PLAAT2,0.0
TBC1D8B,0.0
TCEAL4,0.0
BEX1,0.0
EPHB2,0.0
BTBD2,0.0
PRAM1,0.0
KMT5C,0.0
TRPC4,0.0
POSTN,0.0
RFXAP,0.0
RFC3,0.0
STARD13,0.0
MORC4,0.0
BEX2,0.0
RNF128,0.0
LGR6,0.0
TMCC2,0.0
DCLK1,0.0
CCNA1,0.0
SPART,0.0
EPSTI1,0.0
MICAL2,0.0
RRAS2,0.0
HSD17B4,0.0
TEX15,0.0
SARAF,0.0
RNF122,0.0
DUSP26,0.0
SPINK5,0.0
LRRCC1,0.0
E2F5,0.0
CA1,0.0
SWAP70,0.0
ARNTL,0.0
GIMAP4,0.0
ADCK2,0.0
AGAP3,0.0
BTG1,0.0
ATP13A3,0.0
TMTC1,0.0
PDZD2,0.0
LARGE1,0.0
SLC2A11,0.0
C1QTNF6,0.0
FAM83F,0.0
SEC14L4,0.0
GIMAP6,0.0
PTPN22,0.0
SORT1,0.0
PTGFRN,0.0
NOTCH2,0.0
TRIM45,0.0
CD101,0.0
VTCN1,0.0
NGF,0.0
TRPM1,0.0
REG4,0.0
GSTM3,0.0
SYT6,0.0
VAV3,0.0
PSRC1,0.0
HMGCS2,0.0
CD180,0.0
IRAK2,0.0
VHL,0.0
BHLHE40,0.0
EDEM1,0.0
CHL1,0.0
MEIS2,0.0
GSC,0.0
DGLUCY,0.0
UNC79,0.0
COX16,0.0
LOXL2,0.0
MBD2,0.0
CCNB1,0.0
IL15RA,0.0
CABLES1,0.0
DOCK2,0.0
EMP1,0.0
RERG,0.0
SPX,0.0
LRP4,0.0
FST,0.0
NAV1,0.0
CRB1,0.0
ERN2,0.0
NARS1,0.0
GRP,0.0
IL2RA,0.0
ROCK2,0.0
RSAD2,0.0
MYCN,0.0
LPIN1,0.0
CMPK2,0.0
LDHA,0.0
SAA2,0.0
IL6ST,0.0
AP4B1,0.0
SPIRE1,0.0
TMEM106C,0.0
SLC38A2,0.0
YWHAQ,0.0
KIDINS220,0.0
GRHL1,0.0
PDGFRA,0.0
GGACT,0.0
COL4A2,0.0
CLDN10,0.0
DZIP1,0.0
UBAC2,0.0
ARGLU1,0.0
BIVM,0.0
DSC3,0.0
FHOD3,0.0
DAGLA,0.0
SLC43A3,0.0
FADS2,0.0
TCN1,0.0
CLOCK,0.0
AGO4,0.0
HOOK1,0.0
CYP2J2,0.0
TUT4,0.0
DSC2,0.0
DSG3,0.0
RNF138,0.0
ACP2,0.0
RTL8C,0.0
RAB33A,0.0
STK26,0.0
SPOCD1,0.0
YARS1,0.0
PHC2,0.0
TAOK3,0.0
MSI1,0.0
HNF1A,0.0
FBXO21,0.0
TBX3,0.0
OASL,0.0
HRK,0.0
RNFT2,0.0
CEMIP2,0.0
AGTPBP1,0.0
GOLM1,0.0
FAM189A2,0.0
PSAT1,0.0
ADAM19,0.0
HAVCR2,0.0
CCNJL,0.0
TMED7,0.0
NREP,0.0
OSTF1,0.0
RFK,0.0
C9orf40,0.0
ANXA1,0.0
CTSL,0.0
ERCC5,0.0
TPP2,0.0
POGLUT2,0.0
CARS2,0.0
ARHGAP32,0.0
STT3A,0.0
ETS1,0.0
SLC37A2,0.0
EHF,0.0
ELF5,0.0
PRRG4,0.0
PRPH,0.0
AVIL,0.0
AMHR2,0.0
GDF11,0.0
NT5E,0.0
MRAP2,0.0
EPHA7,0.0
LCA5,0.0
CGA,0.0
PRR5L,0.0
LMO2,0.0
PHF21A,0.0
SRPK2,0.0
KCP,0.0
TES,0.0
MDFIC,0.0
MTO1,0.0
ADGRB3,0.0
BICDL1,0.0
DTX1,0.0
DMTF1,0.0
CCDC146,0.0
CD36,0.0
PNPLA8,0.0
HILPDA,0.0
STX11,0.0
TEC,0.0
PRADC1,0.0
SEMA4F,0.0
RAB11FIP5,0.0
EMX1,0.0
KCNMB4,0.0
OS9,0.0
KCNH3,0.0
MAP7,0.0
NHSL1,0.0
AHI1,0.0
HEY2,0.0
PKIB,0.0
SMPD2,0.0
TSPAN31,0.0
B4GALNT1,0.0
COQ10A,0.0
FAIM2,0.0
PAN2,0.0
ESPL1,0.0
KRT7,0.0
ACVR1B,0.0
GLS2,0.0
ITGA7,0.0
TESPA1,0.0
RDH5,0.0
AGAP2,0.0
PPP1R1A,0.0
TROAP,0.0
SNAP91,0.0
SLK,0.0
COL17A1,0.0
GSTO2,0.0
PRKCQ,0.0
ASB1,0.0
MCM10,0.0
ROPN1,0.0
ANKRD44,0.0
SPEN,0.0
MYLK,0.0
PACC1,0.0
SLC9A3R2,0.0
NTHL1,0.0
UHRF1BP1,0.0
PKN2,0.0
TRAM2,0.0
NTN1,0.0
USP15,0.0
GNS,0.0
CPM,0.0
MDM2,0.0
HMG20B,0.0
CALCRL,0.0
ANKS1A,0.0
DOCK10,0.0
USP37,0.0
ITM2C,0.0
SLC19A3,0.0
DNAJB2,0.0
WNT10A,0.0
GLUL,0.0
RGS8,0.0
RNASEL,0.0
NIBAN1,0.0
LAMC1,0.0
GPR55,0.0
SP110,0.0
CCDC102A,0.0
SLC9A5,0.0
PCNX2,0.0
KCNK1,0.0
URB2,0.0
EGLN1,0.0
CAPN9,0.0
ABCB10,0.0
FAM107B,0.0
KLHL36,0.0
BCO1,0.0
MPHOSPH6,0.0
DYNC1LI2,0.0
FBXL8,0.0
PHF11,0.0
LMO7,0.0
RCBTB2,0.0
LCP1,0.0
RNASEH2B,0.0
CKAP2,0.0
TBC1D4,0.0
THSD1,0.0
BORA,0.0
LRCH1,0.0
RCBTB1,0.0
PLXNC1,0.0
APPL2,0.0
DRAM1,0.0
SLC41A2,0.0
VILL,0.0
FLNB,0.0
NEK3,0.0
PCDH8,0.0
TMBIM1,0.0
ARMC9,0.0
TSGA10,0.0
ANKRD36,0.0
ARHGEF4,0.0
USP44,0.0
CKAP4,0.0
ABHD17C,0.0
ALPK3,0.0
TM6SF1,0.0
CIB2,0.0
VEZF1,0.0
TEX2,0.0
DCAF7,0.0
LIMD2,0.0
CCM2,0.0
MYO1G,0.0
TTYH3,0.0
CIDEB,0.0
NKX2-1,0.0
ZFHX2,0.0
ADAMTS7,0.0
KDELR2,0.0
IL6,0.0
ZDHHC4,0.0
AOAH,0.0
BZW2,0.0
DGKB,0.0
NACAD,0.0
DBNL,0.0
SETDB2,0.0
SCRN1,0.0
C7orf25,0.0
TNS3,0.0
CHST12,0.0
IGF2BP3,0.0
GPNMB,0.0
RAPGEF5,0.0
RALGPS1,0.0
NIBAN2,0.0
ST6GALNAC4,0.0
TMOD1,0.0
DAB2IP,0.0
STXBP1,0.0
SLC2A8,0.0
ANGPTL2,0.0
GAD2,0.0
LRRC8A,0.0
TXN,0.0
ECPAS,0.0
TOR1B,0.0
SMC2,0.0
KLF4,0.0
IL10,0.0
KCTD3,0.0
RPS6KC1,0.0
IL1RN,0.0
BIN1,0.0
GYPC,0.0
BRIP1,0.0
RTP4,0.0
SCN2A,0.0
GALNT5,0.0
BLK,0.0
GATA4,0.0
SKIL,0.0
HLX,0.0
SIT1,0.0
DNAJB5,0.0
DCTN3,0.0
CD72,0.0
ALDH1B1,0.0
HINT2,0.0
ARHGEF39,0.0
CCN3,0.0
IL33,0.0
DMAC1,0.0
RANBP6,0.0
PLAA,0.0
IL11RA,0.0
RNF38,0.0
TLN1,0.0
GABBR2,0.0
HEMGN,0.0
CTSV,0.0
LMX1B,0.0
ENPP2,0.0
DSCC1,0.0
DERL1,0.0
MYC,0.0
CDK5RAP2,0.0
